web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780807-1594","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Supreme Leader Snoke","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/supreme-leader-snoke-1029.php","Star Wars The Vintage Collection Supreme Leader Snoke","Star Wars The Vintage Collection Supreme Leader Snoke 
Supreme Leader Snoke from the The Last Jedi vintage collection action figure in 3.75"" size on a classic carded back.","/star-wars/images/thumbs/supreme-leader-snoke-1029.jpg","60","C$13.65","C$12.43"
"1700780809-1595","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Hoth Rebel Soldier","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/hoth-rebel-soldier-1031.php","Star Wars The Vintage Collection Hoth Rebel Soldier","Star Wars The Vintage Collection Hoth Rebel Soldier 
Hoth Rebel Soldier from The Empire Strikes Back vintage collection action figure in 3.75"" size on a classic carded back.","/star-wars/images/thumbs/hoth-rebel-soldier-1031.jpg","59","C$21.64","C$20.42"
"1700780811-1596","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jyn Erso","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/jyn-erso-1030.php","Star Wars The Vintage Collection Jyn Erso","Star Wars The Vintage Collection Jyn Erso 
Jyn Erso from Rogue One vintage collection action figure in 3.75"" size on a classic carded back.","/star-wars/images/thumbs/jyn-erso-1030.jpg","58","C$12.94","C$11.53"
"1700780813-1597","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","First Order Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/first-order-stormtrooper-1028.php","Star Wars The Vintage Collection First Order Stormtrooper","Star Wars The Vintage Collection First Order Stormtrooper 
First Order Stormtrooper from the The Force Awakens vintage collection action figure in 3.75"" size on a classic carded back.","/star-wars/images/thumbs/first-order-stormtrooper-1028.jpg","58","C$19.55","C$17.73"
"1700780815-1598","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Kylo Ren","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kylo-ren-1027.php","Star Wars The Vintage Collection Kylo Ren","Star Wars The Vintage Collection Kylo Ren 
Kylo Ren from the The Force Awakens vintage collection action figure in 3.75"" size on a classic carded back.","/star-wars/images/thumbs/kylo-ren-1027.jpg","18","C$24.40","C$23.75"
"1700780818-1599","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rey (Jakku)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rey-jakku-1026.php","Star Wars The Vintage Collection Rey (Jakku)","Star Wars The Vintage Collection Rey (Jakku) 
Rey - Jakku from the The Force Awakens vintage collection action figure in 3.75"" size on a classic carded back. VC116","/star-wars/images/thumbs/rey-jakku-1026.jpg","59","C$13.96","C$13.70"
"1700780820-1600","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Darth Vader (Force Lightning - ROTJ)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/darth-vader-force-lightning-rotj-1693.php","Star Wars The Vintage Collection Darth Vader (Force Lightning - ROTJ)","Star Wars The Vintage Collection Darth Vader (Force Lightning - ROTJ) 
This awesome Darth Vader figure is rendered in careful detail to look just like the character in the Star Wars: Return of the Jedi film. Send him on his quest to threaten the galaxy, armed with his lightsaber. Re-enact your favorite Star Wars battles or create brand new ones with this cool Darth Vader figure.","/star-wars/images/thumbs/darth-vader-force-lightning-rotj-1693.jpg","13","C$189.35","C$174.23"
"1700780822-1601","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Orrimaarko (Prune Face)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/orrimaarko-prune-face-1694.php","Star Wars The Vintage Collection Orrimaarko (Prune Face)","Star Wars The Vintage Collection Orrimaarko (Prune Face) 
Vintage Collection Figure 114","/star-wars/images/thumbs/orrimaarko-prune-face-1694.jpg","6","C$134.32","C$109.99"
"1700780824-1602","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Republic Trooper (The Old Republic) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/republic-trooper-the-old-republic-reissue-4142.php","Star Wars The Vintage Collection Republic Trooper (The Old Republic) Reissue","Star Wars The Vintage Collection Republic Trooper (The Old Republic) Reissue 
Troopers can unleash unrivaled firepower against their enemies in the multiplayer story-driven adventure game Star Wars: The Old Republic.



Reissue features Photo Real treatment and updated shoulder armor paint.","/star-wars/images/thumbs/republic-trooper-the-old-republic-reissue-4142.jpg","16","C$41.56","C$32.55"
"1700780826-1603","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Republic Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/republic-trooper-1695.php","Star Wars The Vintage Collection Republic Trooper","Star Wars The Vintage Collection Republic Trooper 
Vintage Collection Republic Trooper (The Old Republic) action figure.



Republic troopers were the soldiers of the old Galactic Republic created to deal with various threats from the reconstituted Sith Empire following the Great Galactic War.","/star-wars/images/thumbs/republic-trooper-1695.jpg","40","C$39.83","C$34.79"
"1700780828-1604","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Sandtrooper (Dirty Armor)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/sandtrooper-dirty-armor-1696.php","Star Wars The Vintage Collection Sandtrooper (Dirty Armor)","Star Wars The Vintage Collection Sandtrooper (Dirty Armor) 
This awesome Sandtrooper figure is rendered in careful detail (with dirty armor) to look just like the character in the Star Wars epic! Send him on his quest to threaten the galaxy, armed with his weapons. Re-enact your favorite Star Wars battles or create brand new ones with this cool Sandtrooper figure!","/star-wars/images/thumbs/sandtrooper-dirty-armor-1696.jpg","9","C$154.19","C$139.18"
"1700780831-1605","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Princess Leia (Bespin)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/princess-leia-bespin-1697.php","Star Wars The Vintage Collection Princess Leia (Bespin)","Star Wars The Vintage Collection Princess Leia (Bespin) 
This awesome Princess Leia (Bespin Outfit) figure is rendered in careful detail to look just like the character in the Star Wars: The Empire Strikes Back film! Send her on her quest to protect the galaxy, armed with her blaster. Re-enact your favorite Star Wars battles or create brand new ones with this cool Princess Leia figure!","/star-wars/images/thumbs/princess-leia-bespin-1697.jpg","11","C$84.79","C$98.21"
"1700780833-1606","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Shock Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/shock-trooper-1698.php","Star Wars The Vintage Collection Shock Trooper","Star Wars The Vintage Collection Shock Trooper 
This awesome Shock Trooper figure is rendered in careful detail to look just like the character in the Star Wars: Revenge of the Sith film! Send him on his quest to threaten the galaxy, armed with his weapons. Re-enact your favorite Star Wars battles or create brand new ones with this cool Shock Trooper figure!","/star-wars/images/thumbs/shock-trooper-1698.jpg","12","C$129.19","C$123.12"
"1700780835-1607","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper Lieutenant","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-lieutenant-1699.php","Star Wars The Vintage Collection Clone Trooper Lieutenant","Star Wars The Vintage Collection Clone Trooper Lieutenant 
This awesome Clone Trooper Lieutenant figure is rendered in careful detail to look just like the character in the Star Wars: Attack of the Clones film! Send him on his quest to threaten the galaxy, armed with his weapons. Re-enact your favorite Star Wars battles or create brand new ones with this cool Clone Trooper Lieutenant figure!","/star-wars/images/thumbs/clone-trooper-lieutenant-1699.jpg","7","C$87.03","C$91.49"
"1700780837-1608","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jar Jar Binks","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/jar-jar-binks-1700.php","Star Wars The Vintage Collection Jar Jar Binks","Star Wars The Vintage Collection Jar Jar Binks 
This awesome Jar Jar Binks figure is rendered in careful detail to look just like the character in the Star Wars: The Phantom Menace film! Send him on his quest to protect the galaxy, armed with his weapons. Re-enact your favorite Star Wars battles or create brand new ones with this cool Jar Jar Binks figure!","/star-wars/images/thumbs/jar-jar-binks-1700.jpg","13","C$115.31","C$153.67"
"1700780839-1609","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Weequay (ROTJ) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/weequay-rotj-reissue-6345.php","Star Wars The Vintage Collection Weequay (ROTJ) Reissue","Star Wars The Vintage Collection Weequay (ROTJ) Reissue 
Weequays are a species with rough, wrinkled skin, often in a brown hue, who wear their hair in a topknot.","/star-wars/images/thumbs/weequay-rotj-reissue-6345.jpg","C$23.29","null","C$23.23"
"1700780841-1610","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Weequay (ROTJ)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/weequay-rotj-1701.php","Star Wars The Vintage Collection Weequay (ROTJ)","Star Wars The Vintage Collection Weequay (ROTJ) 
Vintage Collection VC107 Weequay 3.75 inch action figure from Star Wars Return of the Jedi.","/star-wars/images/thumbs/weequay-rotj-1701.jpg","26","C$27.81","C$58.22"
"1700780843-1611","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Nien Nunb (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/nien-nunb-reissue-6377.php","Star Wars The Vintage Collection Nien Nunb (Reissue)","Star Wars The Vintage Collection Nien Nunb (Reissue) 
A native of Sullust, Nien Nunb was a smuggler who fought for both the Rebel Alliance and the Resistance during his long career.



Reissue changes include updated eyes, refreshed 2023 packaging including Return Of The Jedi 40th Anniversary logo and placement of action figure and accessories within bubble.","/star-wars/images/thumbs/nien-nunb-reissue-6377.jpg","C$23.29","null","null"
"1700780846-1612","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Nien Nunb","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/nien-nunb-1702.php","Star Wars The Vintage Collection Nien Nunb","Star Wars The Vintage Collection Nien Nunb 
Vintage Collection VC106 Nien Nunb 3.75inch action figure.","/star-wars/images/thumbs/nien-nunb-1702.jpg","2","C$78.12","C$59.26"
"1700780848-1613","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Emperor’s Royal Guard (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/emperors-royal-guard-reissue-2085.php","Star Wars The Vintage Collection Emperor’s Royal Guard (Reissue)","Star Wars The Vintage Collection Emperor’s Royal Guard (Reissue) 
Resplendent in crimson robes and armor, the Imperial Royal Guard protected the Emperor. Secrecy shrouded the Guard, with rumors abounding about the sentinels’ backgrounds and combat capabilities.","/star-wars/images/thumbs/emperors-royal-guard-reissue-2085.jpg","9","C$27.77","C$25.36"
"1700780850-1614","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Emperor's Royal Guard","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/emperors-royal-guard-1723.php","Star Wars The Vintage Collection Emperor's Royal Guard","Star Wars The Vintage Collection Emperor's Royal Guard 
Vintage collection Emperor's Royal Guard VC105.","/star-wars/images/thumbs/emperors-royal-guard-1723.jpg","36","C$38.46","C$31.85"
"1700780852-1615","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Lumat","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/lumat-1722.php","Star Wars The Vintage Collection Lumat","Star Wars The Vintage Collection Lumat 
Vintage collection Lumat VC104.","/star-wars/images/thumbs/lumat-1722.jpg","C$13.69","null","C$122.86"
"1700780854-1616","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi (TCW - Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/obi-wan-kenobi-tcw-reissue-1937.php","Star Wars The Vintage Collection Obi-Wan Kenobi (TCW - Reissue)","Star Wars The Vintage Collection Obi-Wan Kenobi (TCW - Reissue) 
Reissue of Obi-Wan Kenobi. Jedi Knights, Sith Lords, Stormtroopers, X-wings, Star destroyers, AT-AT walkers, droids, Wookiees, Rebel heroes, and the force all come to life with Star Wars toys from Hasbro!","/star-wars/images/thumbs/obi-wan-kenobi-tcw-reissue-1937.jpg","C$17.80","null","C$60.33"
