web-scraper-order,web-scraper-start-url,build_a_figure_link,build_a_figure_link-href,figure_link,figure_link-href,name,description,image-src,price
"1700700389-1037","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Jocasta","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-jocasta-1556.php","Marvel Legends Jocasta Joe Fixit Build A Figure","Marvel Legends Jocasta Joe Fixit Build A Figure 
Jocasta's superhuman force fields and electromagnetic beams make her a valuable ally of the Avengers. Includes Torso BAF piece to complete Joe Fixit Build a Figure","/marvel/images/thumbs/jocasta-1556.jpg","C$18.68"
"1700700393-1038","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Atmosphere Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-atmosphere-iron-man-1558.php","Marvel Legends Atmosphere Iron Man Joe Fixit Build A Figure","Marvel Legends Atmosphere Iron Man Joe Fixit Build A Figure 
Tony Stark developed his cutting-edge Atmosphere Armor to defend the world against catastrophic threats. Includes Right Arm BAF piece to complete Joe Fixit Build a Figure","/marvel/images/thumbs/atmosphere-iron-man-1558.jpg","C$28.21"
"1700700398-1039","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-ultron-707.php","Marvel Legends Ultron Iron Monger Build A Figure","Marvel Legends Ultron Iron Monger Build A Figure 
This Ultron figure is more than a scary robot villain! He's got the super-powers of Hank Pym's scariest creation, and he'll take down whatever gets in his way. He also comes with the head of Iron Man's terrifying enemy, Iron Monger.","/marvel/images/thumbs/ultron-707.jpg","C$33.53"
"1700700400-1040","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Iron Patriot","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-iron-patriot-704.php","Marvel Legends Iron Patriot Iron Monger Build A Figure","Marvel Legends Iron Patriot Iron Monger Build A Figure 
This Heroic Age Iron Patriot figure is more than an armored superhero. He�s got the super-powers of your amazing armored hero, and he�s ready to handle whatever mission you send him on. But he also comes with the torso of his terrifying enemy, Iron Monger.","/marvel/images/thumbs/iron-patriot-704.jpg","C$46.59"
"1700700402-1041","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Iron Monger (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-iron-monger-baf-709.php","Marvel Legends Iron Monger (BAF) Iron Monger Build A Figure","Marvel Legends Iron Monger (BAF) Iron Monger Build A Figure 
Iron Monger Complete Build A Figure.","/marvel/images/thumbs/iron-monger-baf-709.jpg","C$55.66"
"1700700404-1042","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Iron Man Mark 42","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-iron-man-mark-42-708.php","Marvel Legends Iron Man Mark 42 Iron Monger Build A Figure","Marvel Legends Iron Man Mark 42 Iron Monger Build A Figure 
This Iron Man Mark 42 figure is more than a armored superhero. He's wearing the Mark 42 and he's ready for all kinds of assaults. He also comes with the right arm of Iron Man's terrifying enemy, Iron Monger.","/marvel/images/thumbs/iron-man-mark-42-708.jpg","null"
"1700700406-1043","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Heroic Age Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-heroic-age-iron-man-705.php","Marvel Legends Heroic Age Iron Man Iron Monger Build A Figure","Marvel Legends Heroic Age Iron Man Iron Monger Build A Figure 
This Heroic Age Iron Man figure is more than an armored superhero. He�s got the super-powers of your amazing armored hero, and he�s ready to handle whatever mission you send him on. But he also comes with the left leg of his terrifying enemy, Iron Monger.","/marvel/images/thumbs/heroic-age-iron-man-705.jpg","C$37.26"
"1700700408-1044","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Lieutenant Colonel James Rhodes (Iron Patriot)","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-lieutenant-colonel-james-rhodes-iron-patriot-703.php","Marvel Legends Lieutenant Colonel James Rhodes (Iron Patriot) Iron Monger Build A Figure","Marvel Legends Lieutenant Colonel James Rhodes (Iron Patriot) Iron Monger Build A Figure 
This Lieutenant Colonel James Rhodes figure is more than a hero. He's an unflinching defender of freedom. He also comes with the left arm of Iron Man's terrifying enemy, Iron Monger. Collect all the figures in the Iron Monger series (other figures sold separately) to collect the other parts and build a full Iron Monger figure.","/marvel/images/thumbs/lieutenant-colonel-james-rhodes-iron-patriot-703.jpg","C$59.70"
"1700700411-1045","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Iron Monger","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-iron-monger-baf-wave-1-price-guide.php","Classic Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-iron-monger-classic-iron-man-706.php","Marvel Legends Classic Iron Man Iron Monger Build A Figure","Marvel Legends Classic Iron Man Iron Monger Build A Figure 
This Classic Iron Man figure is more than an armored superhero. He�s got the super-powers of your amazing armored hero, and he�s ready to handle whatever mission you send him on. But he also comes with the right leg of his terrifying enemy, Iron Monger.","/marvel/images/thumbs/classic-iron-man-706.jpg","C$46.18"
"1700700415-1046","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Sharon Carter (Falcon and Winter Soldier)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-sharon-carter-falcon-and-winter-soldier-4193.php","Marvel Legends Sharon Carter (Falcon and Winter Soldier) Infinity Ultron Build A Figure","Marvel Legends Sharon Carter (Falcon and Winter Soldier) Infinity Ultron Build A Figure 
In hiding after breaking the Sokovia Accords, Sharon Carter inevitably finds herself entangled in Sam and Bucky’s globe-trotting fight. Includes Head to complete Infinity Ultron Build-A-Figure.","/marvel/images/thumbs/sharon-carter-falcon-and-winter-soldier-4193.jpg","C$24.56"
"1700700417-1047","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Ms Marvel (Ms Marvel)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-ms-marvel-ms-marvel-4290.php","Marvel Legends Ms Marvel (Ms Marvel) Infinity Ultron Build A Figure","Marvel Legends Ms Marvel (Ms Marvel) Infinity Ultron Build A Figure 
Ms Marvel action figure. Kamala Khan is 16 years old, good at school, and bad at fitting in. But when she unexpectedly develops super-powers, she'll learn that what makes her different makes her powerful.



Includes Torso to complete Infinity Ultron BAF.","/marvel/images/thumbs/ms-marvel-ms-marvel-4290.jpg","C$18.96"
"1700700419-1048","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Mr. Knight (Moon Knight)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-mr-knight-moon-knight-4214.php","Marvel Legends Mr. Knight (Moon Knight) Infinity Ultron Build A Figure","Marvel Legends Mr. Knight (Moon Knight) Infinity Ultron Build A Figure 
An expert on ancient Egypt, Steven Grant is thrust into action as Khonshu’s avatar, Mr. Knight, relying on his keen mind to enact his master’s will. Includes Right Arm to complete Infinity Ultron Built-A-Figure.","/marvel/images/thumbs/mr-knight-moon-knight-4214.jpg","C$33.65"
"1700700421-1049","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Moon Knight (Moon Knight)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-moon-knight-moon-knight-4196.php","Marvel Legends Moon Knight (Moon Knight) Infinity Ultron Build A Figure","Marvel Legends Moon Knight (Moon Knight) Infinity Ultron Build A Figure 
Clad in the ceremonial armor of Khonshu’s chosen warriors throughout the centuries, Marc Spector is Moon Knight, sworn to obey Khonshu and deliver his vengeance accordingly.","/marvel/images/thumbs/moon-knight-moon-knight-4196.jpg","C$28.76"
"1700700424-1050","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Kate Bishop (Hawkeye)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-kate-bishop-hawkeye-4194.php","Marvel Legends Kate Bishop (Hawkeye) Infinity Ultron Build A Figure","Marvel Legends Kate Bishop (Hawkeye) Infinity Ultron Build A Figure 
Uncomfortable with her wealthy birthright, rebellious Kate Bishop’s well-meaning determination sets her on a collision course with her Super Hero idol, Hawkeye. Includes Right Leg to complete Infinity Ultron Build-A-Figure.","/marvel/images/thumbs/kate-bishop-hawkeye-4194.jpg","C$28.17"
"1700700426-1051","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Infinity Ultron (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-infinity-ultron-baf-4197.php","Marvel Legends Infinity Ultron (BAF) Infinity Ultron Build A Figure","Marvel Legends Infinity Ultron (BAF) Infinity Ultron Build A Figure 
Infinity Ultron BAF","/marvel/images/thumbs/infinity-ultron-baf-4197.jpg","C$75.89"
"1700700428-1052","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","Hawkeye (Hawkeye)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-hawkeye-hawkeye-4195.php","Marvel Legends Hawkeye (Hawkeye) Infinity Ultron Build A Figure","Marvel Legends Hawkeye (Hawkeye) Infinity Ultron Build A Figure 
Hawkeye’s only shot at taking down a dangerous criminal conspiracy is an unlikely new partner: Kate Bishop. Includes Left Arm to complete Infinity Ultron Build-A-Figure.","/marvel/images/thumbs/hawkeye-hawkeye-4195.jpg","C$25.83"
"1700700430-1053","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Infinity Ultron","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-infinity-ultron-baf-wave-1-price-guide.php","She-Hulk (She-Hulk)","https://www.actionfigure411.com/marvel/marvel-legends-infinity-ultron-she-hulk-she-hulk-4705.php","Marvel Legends She-Hulk (She-Hulk) Infinity Ultron Build A Figure","Marvel Legends She-Hulk (She-Hulk) Infinity Ultron Build A Figure 
Attorney Jennifer Walters' life is forever changed when she suddenly gains Hulk-like powers after an accident exposes her to the blood of her cousin, Bruce Banner. Includes left leg to complete Infinity Ultron Build-A-Figure","/marvel/images/thumbs/she-hulk-she-hulk-4705.jpg","C$29.87"
"1700700434-1054","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hydra Stomper","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-hydra-stomper-baf-wave-3-price-guide.php","Yelena Belova (Hawkeye)","https://www.actionfigure411.com/marvel/marvel-legends-hydra-stomper-yelena-belova-hawkeye-7112.php","Marvel Legends Yelena Belova (Hawkeye) Hydra Stomper Build A Figure","Marvel Legends Yelena Belova (Hawkeye) Hydra Stomper Build A Figure 
After the Blip, former Widow Yelena returns to a world without her beloved sister Natasha. Now, Yelena seeks revenge on the man responsible for her sister’s alleged demise: Clint Barton.



Includes torso to complete Hydra Stomper Build-A-Figure.","/marvel/images/thumbs/yelena-belova-hawkeye-7112.jpg","C$28.20"
"1700700436-1055","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hydra Stomper","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-hydra-stomper-baf-wave-3-price-guide.php","Talos (Secret Invasion)","https://www.actionfigure411.com/marvel/marvel-legends-hydra-stomper-talos-secret-invasion-7114.php","Marvel Legends Talos (Secret Invasion) Hydra Stomper Build A Figure","Marvel Legends Talos (Secret Invasion) Hydra Stomper Build A Figure 
Talos, a celebrated Skrull warrior, grapples with what it means to be a leader as he finds himself at odds with those closest to him



Includes right left to complete Hydra Stomper Build-A-Figure.","/marvel/images/thumbs/talos-secret-invasion-7114.jpg","C$26.01"
"1700700438-1056","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hydra Stomper","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-hydra-stomper-baf-wave-3-price-guide.php","Nick Fury (Secret Invasion)","https://www.actionfigure411.com/marvel/marvel-legends-hydra-stomper-nick-fury-secret-invasion-7113.php","Marvel Legends Nick Fury (Secret Invasion) Hydra Stomper Build A Figure","Marvel Legends Nick Fury (Secret Invasion) Hydra Stomper Build A Figure 
In the years following the Blip, a weary Fury must face his biggest and most personal challenge yet when he learns of the Skrulls' clandestine invasion of Earth.



Includes left leg to complete Hydra Stomper Build-A-Figure.","/marvel/images/thumbs/nick-fury-secret-invasion-7113.jpg","C$24.67"
"1700700441-1057","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hydra Stomper","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-hydra-stomper-baf-wave-3-price-guide.php","Kingpin (Hawkeye)","https://www.actionfigure411.com/marvel/marvel-legends-hydra-stomper-kingpin-hawkeye-7111.php","Marvel Legends Kingpin (Hawkeye) Hydra Stomper Build A Figure","Marvel Legends Kingpin (Hawkeye) Hydra Stomper Build A Figure 
One of the most powerful criminal leaders in New York City, Wilson Fisk, also known as Kingpin, rules the underworld with a signature blend of cruelty and charm. 


Includes hands and cane. Does not contain a Hydra Stomper BAF part.","/marvel/images/thumbs/kingpin-hawkeye-7111.jpg","C$30.12"
