web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700691996-328","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Cobb Vanth (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/cobb-vanth-deluxe-3530.php","Star Wars 6"" Black Series Cobb Vanth (Deluxe)","/star-wars/images/thumbs/cobb-vanth-deluxe-3530.jpg","C$30.60","Star Wars 6"" Black Series Cobb Vanth (Deluxe) 
The marshal of Mos Pelgo, a small town on Tatooine, Cobb Vanth has earned the trust of the townsfolk as a capable peacekeeper and leader."
"1700691998-329","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian & Grogu (Maldo Kreis - Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-mandalorian-grogu-maldo-kreis-deluxe-3529.php","Star Wars 6"" Black Series The Mandalorian & Grogu (Maldo Kreis - Deluxe)","/star-wars/images/thumbs/the-mandalorian-grogu-maldo-kreis-deluxe-3529.jpg","C$35.96","Star Wars 6"" Black Series The Mandalorian & Grogu (Maldo Kreis - Deluxe) 
A battle-worn bounty hunter, making his way through a dangerous galaxy and a mysterious alien pursued by bounty hunters on behalf of Imperial interests"
"1700692000-330","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Boba Fett (Tython)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/boba-fett-tython-3539.php","Star Wars 6"" Black Series Boba Fett (Tython)","/star-wars/images/thumbs/boba-fett-tython-3539.jpg","C$22.03","Star Wars 6"" Black Series Boba Fett (Tython) 
Fans and collectors can imagine scenes from the STAR WARS Galaxy with this premium STAR WARS: The Black Series 6-inch Boba Fett (Tython) Figure, inspired by The Mandalorian live-action series on Disney+. STAR WARS fans can display this 6-inch scale fully articulated figure featuring poseable head, arms, and legs, as well as premium deco, in their action figure and vehicle collection. Includes figure and 2 accessories."
"1700692003-331","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Migs Mayfeld (Morak)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/migs-mayfeld-morak-3540.php","Star Wars 6"" Black Series Migs Mayfeld (Morak)","/star-wars/images/thumbs/migs-mayfeld-morak-3540.jpg","C$18.77","Star Wars 6"" Black Series Migs Mayfeld (Morak) 
Fans and collectors can imagine scenes from the STAR WARS Galaxy with this premium STAR WARS: The Black Series 6-inch Migs Mayfeld (Morak) Figure, inspired by The Mandalorian live-action series on Disney+. STAR WARS fans can display this 6-inch scale fully articulated figure featuring poseable head, arms, and legs, as well as premium deco, in their action figure and vehicle collection. Includes figure and 2 accessories."
"1700692005-332","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian and Grogu (Arvala-7 - Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-mandalorian-and-grogu-arvala-7-deluxe-1228.php","Star Wars 6"" Black Series The Mandalorian and Grogu (Arvala-7 - Deluxe)","/star-wars/images/thumbs/the-mandalorian-and-grogu-arvala-7-deluxe-1228.jpg","C$38.57","Star Wars 6"" Black Series The Mandalorian and Grogu (Arvala-7 - Deluxe) 
The Mandalorian is a formidable bounty hunter who finds a mysterious alien pursued by bounty hunters on behalf of Imperial interests."
"1700692007-333","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Artillery Stormtrooper","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/artillery-stormtrooper-3414.php","Star Wars 6"" Black Series Artillery Stormtrooper","/star-wars/images/thumbs/artillery-stormtrooper-3414.jpg","C$59.01","Star Wars 6"" Black Series Artillery Stormtrooper 
Specialized soldiers in the Imperial forces, artillery stormtroopers carry specialized indirect fire weapons like mortars onto the battlefield. 


Exclusive to Amazon. Preorder starts on Oct 1st, 2021 with a release date in Spring 2020"
"1700692009-334","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Koska Reeves","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/koska-reeves-2078.php","Star Wars 6"" Black Series Koska Reeves","/star-wars/images/thumbs/koska-reeves-2078.jpg","C$24.56","Star Wars 6"" Black Series Koska Reeves 
A master of hand-to-hand combat, Koska Reeves is loyal to Bo-Katan and is a member of a band of Clan Kryze Mandalorians striking back at the Imperial remnant."
"1700692011-335","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Q9-0 (ZERO)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/q9-0-zero-2079.php","Star Wars 6"" Black Series Q9-0 (ZERO)","/star-wars/images/thumbs/q9-0-zero-2079.jpg","C$15.83","Star Wars 6"" Black Series Q9-0 (ZERO) 
A bug-eyed protocol droid with modified programming, Q9-0 — or ""Zero"" to his colleagues — operates with precision timing."
"1700692013-336","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Bo-Katan Kryze","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/bo-katan-kryze-1615.php","Star Wars 6"" Black Series Bo-Katan Kryze","/star-wars/images/thumbs/bo-katan-kryze-1615.jpg","C$26.93","Star Wars 6"" Black Series Bo-Katan Kryze 
A gifted warrior, Bo-Katan Kryze is a legendary Mandalorian. She refused to align with the Empire’s occupation of Mandalore."
"1700692016-337","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Remnant Stormtrooper","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/remnant-stormtrooper-1585.php","Star Wars 6"" Black Series Remnant Stormtrooper","/star-wars/images/thumbs/remnant-stormtrooper-1585.jpg","C$47.58","Star Wars 6"" Black Series Remnant Stormtrooper 
After the Emperor's death and the destruction of the second Death Star, the Galactic Empire fractured into various factions and remnants, with warlords and Imperial loyalists trying to maintain control over different parts of the galaxy. Stormtroopers who continued to serve these factions became known as Remnant Stormtroopers. These troopers often retained their classic white armor and were still loyal to the Imperial cause, even though the central authority of the Empire had crumbled."
"1700692018-338","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Moff Gideon","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/moff-gideon-1596.php","Star Wars 6"" Black Series Moff Gideon","/star-wars/images/thumbs/moff-gideon-1596.jpg","C$18.88","Star Wars 6"" Black Series Moff Gideon 
Imperial Moff Gideon is fiercely determined to capture a specific quarry. Clever and formidable, Gideon values power and knowledge."
"1700692020-339","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kuiil","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/kuiil-1594.php","Star Wars 6"" Black Series Kuiil","/star-wars/images/thumbs/kuiil-1594.jpg","C$20.07","Star Wars 6"" Black Series Kuiil 
Kuiil came to seek peace in an out-of-the way world. He has worked a lifetime to be free of servitude and offers valuable skills for those willing to meet his price. A vapor farmer on Arvala-7, Kuiil came to seek peace in an out-of-the way world, which is now being trespassed upon by criminals and mercenaries"
"1700692022-340","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Greef Karga","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/greef-karga-1595.php","Star Wars 6"" Black Series Greef Karga","/star-wars/images/thumbs/greef-karga-1595.jpg","C$16.31","Star Wars 6"" Black Series Greef Karga 
As an agent of the Bounty Hunters Guild, Greef Karga secures bounty hunters in pursuit of valuable and rare quarries in the galaxy."
"1700692024-341","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Din Djarin and The Child (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/din-djarin-and-the-child-deluxe-1579.php","Star Wars 6"" Black Series Din Djarin and The Child (Deluxe)","/star-wars/images/thumbs/din-djarin-and-the-child-deluxe-1579.jpg","C$55.22","Star Wars 6"" Black Series Din Djarin and The Child (Deluxe) 
The Mandalorian is battle-worn and tight-lipped, a formidable bounty hunter protecting the Child, a mysterious alien pursued by bounty hunters on behalf of Imperial interests! Includes removeable helmet, jet pack, beskar ingot, pulse rifle and child carrier. Target DPCI: 087-16-5786"
"1700692026-342","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Armorer","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-armorer-1570.php","Star Wars 6"" Black Series The Armorer","/star-wars/images/thumbs/the-armorer-1570.jpg","C$18.13","Star Wars 6"" Black Series The Armorer 
The Armorer plays a vital role in keeping the culture of the Mandalorians alive. She forges beskar armor in the ancient tradition of her people"
"1700692031-343","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Imperial Stormtrooper (Mandalorian)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/imperial-stormtrooper-mandalorian-1449.php","Star Wars 6"" Black Series Imperial Stormtrooper (Mandalorian)","/star-wars/images/thumbs/imperial-stormtrooper-mandalorian-1449.jpg","C$42.26","Star Wars 6"" Black Series Imperial Stormtrooper (Mandalorian) 
IMPERIAL STORMTROOPER: Stormtroopers are elite shock troops fanatically loyal to the Empire and impossible to sway from the Imperial cause."
"1700692033-344","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mandalorian (Beskar Armor)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/mandalorian-beskar-armor-1412.php","Star Wars 6"" Black Series Mandalorian (Beskar Armor)","/star-wars/images/thumbs/mandalorian-beskar-armor-1412.jpg","C$29.04","Star Wars 6"" Black Series Mandalorian (Beskar Armor) 
THE MANDALORIAN: His body is shielded by beskar armor, his face is hidden behind a T-visored mask, and his past is wrapped in mystery."
"1700692035-345","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Shoretrooper (Carbonized)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/shoretrooper-carbonized-2876.php","Star Wars 6"" Black Series Shoretrooper (Carbonized)","/star-wars/images/thumbs/shoretrooper-carbonized-2876.jpg","C$27.84","Star Wars 6"" Black Series Shoretrooper (Carbonized) 
During the height of the Empire, shoretroopers would patrol the beaches and bunkers of the Imperial military headquarters."
"1700692037-346","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Scout Trooper (Carbonized)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/scout-trooper-carbonized-2875.php","Star Wars 6"" Black Series Scout Trooper (Carbonized)","/star-wars/images/thumbs/scout-trooper-carbonized-2875.jpg","C$23.49","Star Wars 6"" Black Series Scout Trooper (Carbonized) 
Star Wars Black Series Scout Trooper (Carbonized) exclusive to Target action figure. The Empire used scout troopers for a range of missions, including reconnaissance and infiltration."
"1700692039-347","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Paz Vizsla (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/paz-vizsla-deluxe-2874.php","Star Wars 6"" Black Series Paz Vizsla (Deluxe)","/star-wars/images/thumbs/paz-vizsla-deluxe-2874.jpg","C$43.47","Star Wars 6"" Black Series Paz Vizsla (Deluxe) 
A brawny warrior encased in the strongest beskar armor, Paz Vizsla is part of a secret enclave of his people."
"1700692041-348","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Speeder Bike Scout Trooper and The Child","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/speeder-bike-scout-trooper-and-the-child-1580.php","Star Wars 6"" Black Series Speeder Bike Scout Trooper and The Child","/star-wars/images/thumbs/speeder-bike-scout-trooper-and-the-child-1580.jpg","C$109.47","Star Wars 6"" Black Series Speeder Bike Scout Trooper and The Child 
Scout Troopers were lightly armored compared with other Stormtroopers, which allowed them to move more quickly and easily in a range of environments. Speeder Bikes are common throughout the galaxy, with manufacturers turning out both civilian and military models. All speeder bikes are capable of high-speed travel and require skill and fast reflexes. Includes The Child and satchel."
"1700692044-349","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Armorer (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-armorer-deluxe-1543.php","Star Wars 6"" Black Series The Armorer (Deluxe)","/star-wars/images/thumbs/the-armorer-deluxe-1543.jpg","C$68.52","Star Wars 6"" Black Series The Armorer (Deluxe) 
The Armorer forges beskar armor in the ancient tradition of her people with exacting precision; when combat is required, she proves to be efficient and resourceful. Hasbro Pulse exclusive."
"1700692046-350","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Starkiller (The Force Unleashed)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/starkiller-the-force-unleashed-7456.php","Star Wars 6"" Black Series Starkiller (The Force Unleashed)","/star-wars/images/thumbs/starkiller-the-force-unleashed-7456.jpg","null","Star Wars 6"" Black Series Starkiller (The Force Unleashed) 
Galen Marek, code name “Starkiller,” was a Force-sensitive human who became Darth Vader’s apprentice during the Galactic Empire’s reign. Includes red lightsaber."
"1700692048-351","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","General Grievous (Battle Damaged)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/general-grievous-battle-damaged-6642.php","Star Wars 6"" Black Series General Grievous (Battle Damaged)","/star-wars/images/thumbs/general-grievous-battle-damaged-6642.jpg","C$63.49","Star Wars 6"" Black Series General Grievous (Battle Damaged) 
Kaleesh cyborg General Grievous was a brilliant Separatist military strategist whose mere presence caused unease amongst his enemies."
"1700692050-352","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Malgus","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/darth-malgus-6635.php","Star Wars 6"" Black Series Darth Malgus","/star-wars/images/thumbs/darth-malgus-6635.jpg","C$53.04","Star Wars 6"" Black Series Darth Malgus 
A legendary Sith Lord, Darth Malgus emerges from hiding with a mysterious plan that could secure his legacy in the annals of the Sith."
"1700692052-353","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Maul (Old Master)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/darth-maul-old-master-6383.php","Star Wars 6"" Black Series Darth Maul (Old Master)","/star-wars/images/thumbs/darth-maul-old-master-6383.jpg","C$49.32","Star Wars 6"" Black Series Darth Maul (Old Master) 
A deadly, agile Sith Lord, sinister Darth Maul was a formidable warrior and scheming mastermind. He wielded an intimidating double-bladed lightsaber and the power of the dark side."
